Station_Name,Train_Count
GUBBI,14
TADWAL,14
LALGANJ,14
LALGOPALGANJ,14
RAPARLA HALT,14
RAGHURAJ SIN,14
GULER,14
PUTLACHERUVU,14
UMESHNAGAR,14
JANKIDAIPUR,14
NIPANIA,14
KARAVADI,14
MINCHNAL,14
TAKARI,14
MADDIKERA,14
MADHAVNAGAR,14
BANGROD,14
MADHOSINGH,14
ANKAI,14
NIMPURATHROU,14
JARAUDA NARA,14
BHATTU,14
KHOIRABARI,14
MAGHAR,14
TALHERI BAZU,14
SANKHARI,14
NUAGAON-MAYU,14
KARJARA,14
UTRAN,14
SAMBALPUR CI,14
SAMLAYA JN.,14
SRIVAIKUNTAM,14
KOPA SAMHOTA,14
RAVINDRAKHAN,14
SITALPUR,14
CHAND BHAN,14
MADURANTAKAM,14
GAROTH,14
ROBERTSGANJ,14
REPALLE,14
SAMAR GOPALP,14
ERRUPALEM,14
MELATUR HALT,14
KARKELI,14
KARKHELI,14
KARONA HALT,14
APPIKATLA,14
CHERUKARA HA,14
CHETTINAD,14
TIKUNIA,14
TALARA,14
NURPUR ROAD,14
OBAIDULLA GA,14
NANGUNERI,14
DHARMANAGAR,14
UPPU GUNDURU,14
BAHADUR SING,14
JIRADEI,14
JITA KHERI,14
JIWDHARA,14
DHINOJ,14
DHIRPUR,14
VAITHISVARAN,14
BUGGANAPALLI,14
VALAPUZHA HA,14
KARAINTHI,14
THANA BHAWAN,14
THANDLA ROAD,14
RAJGHAT PH,14
ODELA,14
TIKIRAPAL PH,14
MAHENDRANATH,14
MAHESHI,14
MAHRAWAL,14
MAHUAWA KHUR,14
BOLINNA DOAB,14
UGAR KHURD,14
BIHAIROGANJ,14
SEYDUNGANALL,14
DAURAM MADHE,14
STUARTPURAM,14
GURNAY,14
TIKEKARWADI,14
MCCLUSKIEGAN,14
NANGAL MUNDI,14
PONDURU,14
GURUVAYUR,14
POWERPET,14
DUDWA,14
TILDANGA,14
CHANDRAGIRI,14
BILPUR,14
VANIYAMBALAM,14
BHIRA KHERI,14
CHIRGAON,14
CHITRADURG,14
CHINCHLI,14
ROMANA ALBEL,14
BHULI,14
DHANDARI KAL,14
MAYYANAD,14
NANDPUR BHAT,14
SURAVALI (H),14
RUDRAPUR CIT,14
GOPALPUR BAL,14
GOTHAN GAM,14
SUDSAR,14
KINANA,14
JHALAWAR ROA,14
JAWALAMUKHI,14
JAWANWALA SH,14
JENAPUR ROAD,14
NILAMBUR ROA,14
BASWA,14
MOTARI HALT,14
DAULATPUR HA,14
BASNI,14
TURKI,14
TUVVUR HALT,14
PAHLEJAGHAT,14
DING,14
SANOSARA,14
HALDIA,14
MAJHGAWAN,14
KHARBAO,14
PIPOLOD,14
PIPRADIH,14
PIPRAIGAON,14
DISA,14
ANVARDIKANPE,14
MATARI,14
KASIMPUR HAL,14
KATAKHAL JN.,14
DANAULI PHUL,14
PALIA KALAN,14
PALLIKONA HA,14
MAJORDE JN.,14
PHESAR,14
PHUSRO,14
BHATTIPROLU,14
KAIMGANJ,14
KADAVAKUDURU,14
NAGROTA SURI,14
RUNKHERA,14
FARHEDI HALT,14
GANJ DUNDWAR,14
JAI JAI WANT,14
JAINTIPURA,14
BADMAL,14
SARAGBUNDIA,14
SARAI BANJAR,14
TALVADIYA,14
LANJI GARH R,14
MODLIMB,14
MODUKURU HAL,14
DALHOUSI ROA,14
DALMAU JN.,14
AMDARA,14
DARA,14
SANGOLA,14
GOLHALLI,14
GOLLAPROLU,14
BHAGWANSAR,14
UNDI,14
KATHUNANGAL,14
PANCHOT,14
DUBRAJPUR,14
DUDHINAGAR,14
SOMNATH,14
VENDRA HALT,14
VENTRAPRAGAD,14
ANGADIPURAM,14
LACHYAN,14
LAHABON HALT,14
LAILAKH MAMA,14
KOSAD,14
KAJRAT NAWAD,14
MALARNA,14
MALATIPATPUR,14
VEMURU HALT,14
SOMNA,14
KURUMBUR,14
KOTHARI ROAD,14
TARAON,14
SAHATWAR,14
TIRUNNAVAYA,14
HARIPUR GRAM,14
HARISINGA,14
HARMUTI,14
HARSAR DEHRI,14
TIRUCHENDUR,14
TIRUKKOVILUR,14
PANPOSH,14
KATRA,14
MANUBOLU,14
ANKUSPUR,14
PANGAON,14
CHINNARAVURU,14
TEK NEWAS,14
BAMANHERI,14
BRIJMANGANJ,14
CHANERA,14
CHANGSARI,14
KHAJAURAHO,14
BAREILLY JN,14
DONDAICHA,14
AKBAR GANJ,14
CHAKARBHATHA,14
DHAURA,14
DHEENA,14
SADHOO GARH,14
KOTTA PANDIL,14
KRISHNA DEVA,14
HATHURAN,14
MANAPARAI,14
MANCHILI,14
MANDA ROAD,14
HOLE-ALUR,14
NAZARETH,14
BASUCHAK HAL,14
SHAM CHAURAS,14
DHODA KHERI,14
DHOLA MAJRA,14
GODAPEASAL,14
KIRLOSKAR WA,14
DANWAR,14
MOHRI,14
KANTH,14
RANPUR,14
HIRAKUND,14
ACHARYA NARE,14
KULWA,14
KUMARBAGH,14
ZERPUR PALI,14
PARSIPUR,14
BIRPURUSOTHA,14
SAGARPALI,14
KALDHARI,14
SOHANSRA,14
PATTIKKAD HA,14
ADINA,14
KECHKI,14
MANDHAR,14
MANDI ADAMPU,14
PARSABAD,14
PATAN,14
HIND,14
PARIAWAN KAL,14
HIREHALLI,14
CHAS ROAD PH,14
KAYALPATTINA,14
KAMAKHYAGURI,14
KALUNGA,14
KAMAN,14
SAIYEDPUR BH,14
KURICHEDU,14
WANEGAON HAL,14
KUMRABAD ROH,14
KUCHAVARAM H,14
KUCHMAN,14
WRS COLONY,14
TUTICORIN,13
SRUNGAVRUKSH,13
PORADANGA,13
RAGHUNATHBAR,13
PANIA JOB,13
PANIARA HALT,13
HAIDERGARH,13
SARKONI,13
PANAPAKAM,13
TRIPAL,13
WADHWAN CITY,13
MADANKATA,13
BIRAPATTI,13
BARETA,13
SIRNAPALLI,13
PALLIYADI H.,13
JAKHAPURA JN,13
MAHAJAN,13
SISVINHALLI,13
PIPRAHAN,13
ODE,13
NIYALISHPARA,13
TILARU,13
BALOTRA JN.,13
HURMUJPUR (H,13
ANGUA PH,13
BEOHARI,13
BORTALAO,13
BILHAUR,13
BMY H CABIN,13
GUDMA,13
KARIMUDDINPU,13
UMRETH,13
PIPLIA,13
NIM-KA-THANA,13
BHOKAR,13
KARAJGI,13
RAJAGODA,13
DAREKASA,13
NICHITPUR,13
BAGRATAWA,13
NEW GUNTUR,13
SANGMESHWAR,13
SANKA,13
RAMBHA,13
NAYAK DIH HA,13
BANKHEDI,13
SUDAMDIH,13
KAPILAS ROAD,13
KANTI,13
BARRAJPUR,13
KOLAKALUR HA,13
LALGUDI,13
BHALEJ,13
NARNAUL,13
SHIUPUR,13
KONDAPALLI,13
BALARAMAPURA,13
NANGAL PATHA,13
CHURCHGATE,13
RINGUS JN.,13
DAKOR,13
DHANMANDAL,13
RUKNI,13
BARYAL HIMAC,13
KOTABOMMALI,13
WADSA,13
SAHASRAKUND,13
SADANAPURA,13
CHACHURA BIN,13
USKA BAZAR,13
VYASANAGAR,13
SALICHAUKA,13
BHARMAR,13
SAHID MATANG,13
KALPI,13
KAMALGANJ,13
KULITTURAI W,13
BENAPUR,13
DADHAPARA,13
DAGORI,13
SATHAJAGAT,13
PARAIYA,12
HUGRAJULI,12
ALIGANJ,12
TIRUVALAM,12
VATLUR,12
KENDUKANA,12
KESHORAI PAT,12
MANDAGERE,12
BABRALA,12
HATTA ROAD,12
HONNAVALLI R,12
AMMAPALI,12
MANJHRA PURA,12
KAVATHE MAHA,12
AITHAL,12
TRILOCHAN MA,12
ADHARTAL,12
BANASANDRA,12
KHAGA,12
TIRUPATI WES,12
PERALAM JN.,12
PERECHERLA,12
HATPURAINI H,12
PENNADA AGRA,12
PANPALI  PH,12
PANTNAGAR,12
PANYAM,12
BIKRAM GANJ,12
BILASPUR ROA,12
VARANGAON,12
MANNARGUDI,12
KATNI SOUTH,12
SATHIAON,12
SATULUR,12
SAUNSHI,12
SAVANUR,12
INDIA PAPER,12
PANCH RUKHI,12
PANCHRA,12
DR SHRI KRIS,12
DUBAHA,12
SONAKHAN,12
BHIMGARA JN.,12
DEKARGAON,12
BONIDANGA,12
CHEBROL,12
BHUPADEOPUR,12
DEOGHAR,12
DEPALSAR,12
BERAWANYA,12
PANDARAVADAI,12
DIVITPALLI H,12
DOBBSPET,12
DOIWALA,12
KATHA JORI,12
MARTUR,12
PALAYAMKOTTA,12
PALGHAT TOWN,12
ISMAILPUR,12
PALSORAMKDN,12
DANDUPUR,12
DANGARWA,12
DANIYAWAN BA,12
SIVUNGAON,12
SIWANI,12
MARWAR BHINM,12
MASAIPET,12
KATAREAH,12
MAKANSAR,12
KHANDIKAR,12
KHANTAPARA,12
KHARA,12
PHIRANGIPURA,12
AWATARNAGAR,12
AYYAMPET,12
HANWANT,12
PILERU,12
JAGUDAN,12
PALANI,12
MALKAPURAM,12
PAJIAN,12
PAKKI,12
PALAMPUR HIM,12
PIRO,12
DUMRI JUARA,12
DUNDI,12
SANSARPUR,12
SANTROAD,12
PINDRA ROAD,12
HANDIA KHAS,12
PIPLODA BAGL,12
HALDAUR,12
BICHPURI,12
POCHARAM HAL,12
BOLSA,12
BONA KALU,12
MAHWAL,12
MAIKALGANJ,12
SEMRA,12
DILAWARNAGAR,12
BALPUR,12
KASTHA,12
PACHHAPUR,12
POLLACHI,12
POLUR,12
POTKAPALLI,12
GURU HARSAHA,12
TILRATH,12
BICHIA,12
JAITHARI,12
CHANDOK,12
CHANDPUR SIA,12
KARUKUTTY,12
OLAPUR,12
TIKIRI,12
MAHMUDABAD (,12
KHAT,12
KHATU,12
BOJAWAS HALT,12
POKHARNI NAR,12
UJALVAV,12
OLLUR,12
JAKHLAUN,12
JAKOLARI,12
JALALABAD,12
ANGAR GHAT,12
ANJAR,12
TADAKAL PUDI,12
MAHALAM,12
KHETIA,12
PRATAP BAGH,12
GURHA KEMLA,12
BETHAMPURDI,12
BETNOTI PH,12
PULLA,12
BAGDOGRA,12
JALOR,12
BAGHAULI,12
MEGHRAJPURA,12
METTUPALAIYA,12
BALGONA,12
SANKOPARA H,12
DUMARI HALT,12
PUNDI,12
PUNNAPRA,12
PUNSIA H,12
ALWAR TIRUNA,12
D.A.V. COLLE,12
NUNKHAR,12
JAMALPUR SHA,12
DIBRUGARH TO,12
DIGHA BRIDGE,12
NISHANGARA,12
NIWAR,12
NIWARI,12
NOHBACHHAMAD,12
BHADRACHALAM,12
RADHIKAPUR,12
MADWARANI,12
KHODRI,12
KHOJEWALA,12
KHONGSARA,12
SONDAD,12
SONUA,12
BALLE-DA-PIR,12
KARJANA,12
KARJANA GRAM,12
SIRATHU,12
UKLANA,12
CHANDAFORT,12
RAFALESHWAR,12
THARSA,12
THATHANKULAM,12
CHHINA,12
CHHIPADOHAR,12
RAHAMA,12
ATTUR,12
GULEDAGUDDA,12
NINGALA,12
DEVARGUDDA,12
MIANPUR,12
MIHINPURWA,12
KARENGI,12
KAREPALLI JN,12
RAIBOJHA,12
RAIGANJ,12
GOVINDGARH K,12
GRAM KHARIKA,12
MACHAVARAM H,12
MADANA PALLE,12
TAKIPUR,12
DHUTRA,12
NIMDIH,12
UJHANI,12
UKHALI HALT,12
JASWANTNAGAR,12
NILGIRI ROAD,12
THALANGAI,12
BMY C CABIN,12
BMY G CABIN,12
VILLIANUR HA,12
GUDGERI,12
RAHIMABAD,12
RAIBHA,12
KUMAHU,12
BHOJO,12
KUMBALAM,12
BULANDSHAHR,12
BULLUANA,12
BIRAMDIH,12
KARAMTOLLA,12
CHIHERU,12
CHIKASANA,12
RAJENDRA PUL,12
RAJHAURA,12
BARA JAMADA,12
GORAYA,12
BHARUR HALT,12
BHATAR,12
DARASURAM,12
DARAULI,12
BARA-GOPAL,12
SORON SHUKAR,12
SORUPETA,12
SRI BALABRAH,12
LOTTEGOLLAHA,12
LUNSU  HALT,12
CHIANKI,12
KUNDGOL,12
BASUDEBPUR H,12
BASUDEOPUR C,12
NELLAYI,12
NEMAM,12
NEW BALRAMPU,12
FARUKHNAGAR,12
FATEHPUR-SIK,12
MISAMARI,12
MODELGRAM,12
MODRAN,12
MOHANLALGANJ,12
KAPARPURA,12
DAMAN JODI,12
PASRAHA,12
SAHADAI BUZU,12
RAMANNAPET,12
GOKAK ROAD,12
GOLDEENGANJ,12
GAJAPATI NAG,12
BHAGA JN,12
BHAGWANPUR D,12
SANGANNAPUR,12
JHARRADIH,12
JHAWAR HALT,12
NAYA NAGAR,12
URGA,12
NAZARBAG,12
SHEDBAL,12
DHONDI HALT,12
UNA HIMACHAL,12
AMARUN,12
THAKURGANJ,12
KIRODIMALNAG,12
AJITWAL,12
BANMANKHI JN,12
BANO,12
SIKAR JN.,12
RANGAPURAM,12
LOHAPUR,12
KIRAOLI,12
CHIKODI ROAD,12
CHILHIA,12
CHAMARAJAPUR,12
CHAMARDIGHI,12
SINGHIAGHAT,12
DHALGAON,12
DHANSU,12
MOKALSAR,12
CHINNASALEM,12
CHINNNABABU,12
CHINPAI,12
ASIFABAD ROA,12
RAMPURA BERI,12
GIDARPINDI,12
GILL,12
JHULASAN,12
JHUSI,12
BATHINDA CAN,12
ANKOLA,12
KANTHALIYA R,12
SILAUT,12
MURLIGANJ,12
MOLISAR,12
MORANHAT,12
MOTH,12
CHURK,12
KOLNUR,12
KOIRIPUR,12
MURTIHA,12
RANITAL,12
RANIWARA,12
GHUTKU,12
VIRBHADRA,12
VISHWANATH C,12
KALIYAGANJ,12
KOLLIKHUTHA,12
TELO,12
TENGANMADA,12
MOTURU,12
BAHANAGA BAZ,12
NAVABPALEM,12
NAVIPET,12
SHIVANI,12
ASALODA,12
ASHAPURA GOM,12
ASHOKAPURAM,12
RAVTHA ROAD,12
RECHNI ROAD,12
RELANGI,12
BHATISUDA,12
BHAIRANAYAKA,12
KALMITAR,12
NARAYANPUR A,12
BARABAMBO,12
JOGIARA,12
JORAMOW,12
JUCHANDRA,12
TANGARMUNDA,12
SAMBHAR LAKE,12
LAKSHMIPUR R,12
CHOVVARA,12
KOPARLAHAR,12
ASAFPUR,12
VADANAM KURU,12
VADGAON NILA,12
BALAGHAT JN.,12
TANKUPPA,12
KANJIKODE,12
KABAKA PUTTU,12
KACHCHANAVIL,12
KACHUJOR  FL,12
NANGAL DEGRO,12
PASUPATIKOVI,12
NANJANGUD TO,12
NANWAN HALT,12
JUGPURA PH,12
JUHARPURA,12
DHARUADIHI,12
UPPAL,12
CHALGERI,12
BIJNOR,12
BAIJNATH PAP,12
HIMMATANA,12
REWRAL,12
PATIALI,12
RISHIKESH,12
GARRA,12
GATRA HALT,12
ROBERTSON,12
GAUSHALA F,12
GEVRA-ROAD,12
REOTI BAHORA,12
BHIND,12
CHIT BARAGAO,12
CHIMALPAHAD,12
GARHNOKHA,12
CHUDA,12
K-CABIN BNDM,12
KANJIRAMMITA,12
KANKAHA,12
MUDDALINGANA,12
KANGRA,12
KANGRA MANDI,12
NANAKSAR,12
NANAUTA,12
NANDANI LAGU,12
UNHEL,12
UNJALUR,12
HIRENANDURU,12
SWAMI MALAI,12
DHANERA,12
TOLRA,12
SULTANPUR KA,12
SUNDARAPERUM,12
KANHADGAON,12
MUKTSAR,12
KANALUS,12
RUDAIN,12
MANGRA,12
LAKHO,12
BANTAWALA,12
KORATTI ANGA,12
BARAHAT,12
BARALA,12
SRI KRISHNA,12
KAITHAL,12
KADAKOLA,12
KADALUNDI,12
KADIRI,12
KAJRI,12
KAKORI,12
NAGRA DHAM P,12
NAGROTA,12
NAHARKATIYA,12
RUPAUND,12
RUPBAS,12
SALKA ROAD,12
ARAVALLI,12
ETTIMADAI,12
GANNAVARAM,12
GARAHANI,12
NAI KHERI,12
KAITHALKUCHI,12
KAJORA GRAM,12
BASHARATGANJ,12
MULKI,12
MULLANPUR,12
KANAKPURA,12
BARUNA,12
BARWALA,12
BARIWALA,12
MUNIRABAD,12
SHRI MAKRI N,12
BHIKNUR,12
TARLUPADU,12
LACHMIPUR HA,12
LADHUKA,12
LAKHEWALI,12
KAYDI HALT,12
KOTALA HALT,12
KALANWALI,12
KALAS,12
NAGBHIR,12
AKALKOT ROAD,12
CHAK SIKANDA,12
CHAKMAKRAND,12
DHAUNI,12
SOGORA,12
KOTTIKULAM,12
KRISHNA CHAN,12
KOTDWARA,12
BHANWAR TONK,12
BHARATGARH,12
GAJJELAKONDA,12
SOHAL,12
SAHAWAR TOWN,12
FAZALPUR,12
SALAWAS,12
GANDHIPURAM,12
GANGAGANJ,12
ALAMPUR,12
CHACHER,12
SARNA,12
MANDAMARI,12
MUSTABADA,12
KUP,12
KURI,12
BIRSOAL,12
MANDI DHANAU,12
BIRLANAGAR,12
WALAYAR,12
SALCHAPRA,12
MANENDRAGARH,12
SOLDEVANAHAL,12
HOSDURGA ROA,12
FIROZPUR CIT,12
TITTE,12
KAMNARA,12
KALSUR,12
TODIYAPPULAM,12
SHRIRAJNAGAR,12
SIHO,12
AMBARI FALAK,12
WYNDHAMGANJ,12
DARYAOGANJ,12
KULUKALUR HA,12
WARASEONI,12
KUNDANGANJ,12
PARMANAND,12
PARMANANDPUR,12
PAROR,12
PARSA,12
BELSIRI,12
BELURMATH,12
HUSAINPUR,12
IKRAN,12
IMLI,12
CINTALPALLI,12
SASALU,12
PARADEEP,12
ABHANPUR JN.,12
CHORVAD,11
BIRARAJPUR,11
BINDKI ROAD,11
GANESHGANJ,11
DHAPARA DHAM,11
SIGADAM,11
CHITYALA,11
CHITTERI,11
SAMLOTI,11
GANGAGHAT,11
GARIVIDI,11
GHAGWAL,11
SAMBHUPURA,11
SAMALPATTI,11
SALWA,11
KORAI HALT,11
SANCHI,11
SANAND,11
KOHAND HALT,11
LANKALAKODER,11
LALPUR JAM,11
LODIPUR BISH,11
KITA,11
RAMNATHPUR,11
GOKARNA ROAD,11
COOPERS HALT,11
SANGARIYA,11
RAJULA ROAD,11
RAJAPUR ROAD,11
GOSAINGRAM,11
RAIPUR HARYA,11
BHAINI KHURD,11
GOVINDPUR PH,11
BHITONI,11
SONAMUKHI PH,11
MAHADANAPURA,11
DHANOLI,11
AMIN,11
KAFURPUR,11
SUBARNAMRIGI,11
GUNDRATIMADU,11
CHHABRAGUGOR,11
MAHBUB NAGAR,11
KHETA SARAI,11
BANDAKPUR,11
MAI HALT,11
MAHUVA,11
TIPPAPUR HAL,11
SARAGAON ROA,11
DUDWINDI,11
MAKRONIA,11
KHANNA BANJA,11
HAKIMPUR,11
KAILSA,11
NAMAKKAL,11
HAMIRATTI PH,11
DUMKA,11
BARGAWAN,11
PETTAIVAYTAL,11
PENUMARRU HA,11
BABARPUR,11
MANANI,11
MANDI DABWAL,11
BARI BRAHMAN,11
MANJURI ROAD,11
BELIATOR PH,11
SAVALYAPURAM,11
VAREDIA,11
BILGA,11
PALLEVADA,11
BELBONI PH,11
PALAPPURAM H,11
BAZIDA JATAN,11
JAHANABAD  C,11
BRINDABANPUR,11
PACHOR ROAD,11
NURMAHAL,11
NUDURUPADU,11
MEDAPADU,11
KARIM NAGAR,11
BAYTU,11
NOBANDA PH,11
NIYAZIPUR HA,11
NISOI,11
DIGARU,11
MILAVITTAN,11
BAHJOI,11
MONGHYR,11
UTTUKULI,11
CHAMUNDA MAR,11
KARAILA ROAD,11
VAIBHAVWADI,11
UNGUTURU,11
MISHRAULI,11
NERGUNDI JN.,11
NEMA HALT,11
BIKNAPH,11
BIKKAVOLU,11
NAVAPUR,11
SAKHPUR,11
TAPANG,10
BILWAI,10
DAROJI,10
WANDER JATAN,10
FATEHGARH SA,10
BHANKALA,10
KURRAIYA,10
KRISHNA MAKO,10
KRISHNA BALL,10
KRISHAN JANM,10
KOTTAPALLI H,10
SAFDARGANJ,10
GAJUWALA HAL,10
SADULSHAHAR,10
SABIRA,10
ARNEJ,10
ARJUNI,10
SABDALPUR JN,10
SALAKATI,10
SAKTESGARH,10
RUPSIBARI,10
JHAMAT (HALT,10
JOGAL,10
JIYAPURAM HA,10
JIWA ARAIN,10
JIND CITY,10
JIMIDIPETA,10
KUNURI,10
WATHAR,10
KULIKARAI,10
KUDNI,10
KUMARGANJ,10
ACHALDA,10
BINDUKURI,10
SRIVILLIPUTT,10
YAMUNA BRIDG,10
ZAMPANI HALT,10
NEW AMRAVATI,10
NER HALT,10
BASUGAON,10
JHOK TAHAL S,10
NAWEGAON,10
NAWAGAON,10
NAWABGANJ(GO,10
MOKHASA KALA,10
MOHOL,10
SINDKHEDA,10
CHAMPANER RO,10
DHONDHA DIH,10
DHOLKA,10
DHOLBAZA,10
SHAMSABAD,10
SHAHI,10
BUNIYADPUR,10
MIRANPUR KAT,10
DAGRU,10
TAHSIL FATEH,10
TADLAPUSAPAL,10
JASSOWAL HAL,10
JAMWANTHALI,10
NAYATOLA,10
JHAUA,10
JHARSUGUDA R,10
CHAMRAJANAGA,10
SURAREDDIPAL,10
MITHAPUR,10
MITAWAL,10
JEYPORE (ORI,10
BAGHOIKUSA,10
MILANGARH,10
MILAK,10
SIVAKASI,10
SITHALAVAI H,10
DEVARKADRE,10
JANWAL,10
UMAR TALI,10
CHANDANATTOP,10
CHANAKYAPURI,10
NIHASTA HALT,10
NIGOHI,10
NIGAURA,10
JEJURI,10
NEW MAYNAGUR,10
VALAVANUR HA,10
VALAPATTANAM,10
TAKAZHI,10
TAJPUR DEHMA,10
KARDI,10
BAHAI HALT,10
USMANPUR,10
MONDH,10
SHAHGARH,10
SHAHDORAGAON,10
SHAHBAZNAGAR,10
SHAHBAZ KULI,10
JHUNPA,10
BYADARA HALL,10
BUTEWALA,10
BUTARI,10
DHEMAJI,10
SHIU SAGAR R,10
BAGEWADI H,10
SEWA NAGAR,10
JAKHOD KHERA,10
OMALUR,10
ULAVAPADU,10
SITANAGARAM,10
SIRPUR TOWN,10
BALLEKERE,10
BALIPARA,10
NORTH LAKHIM,10
NOAPARA MAHI,10
NOAMUNDI,10
NIRA,10
DICHPALLI,10
JARGAON,10
NIMODA,10
BRUNDAMAL,10
VALMIKINAGAR,10
VALLATTOLNAG,10
CHANDUR BAZA,10
PAGARA,10
PADRAUNA,10
BEGUNKODAR,10
BAWAL,10
BAVLA,10
JAMADOBA PH,10
BALIAKHERI,10
KARNA,10
MERAMANDOLI,10
MEENAPUR,10
JALPAIGURI,10
JALESAR ROAD,10
BAROG,10
BARKUR,10
BARKISALAIYA,10
SEMER KHEDI,10
SEHRAMAU,10
JAGGAMBHOTLA,10
JAGESHARGANJ,10
JAGDISHPUR,10
JAGAN NATHAP,10
UGRASENPUR,10
BIGHAPUR,10
CHANDI MANDI,10
MAYANOOR,10
MAVELIPALAIY,10
AIGAWAN,10
BUDDIREDDIPP,10
MARWAR MUNDW,10
SULEBHAVI,10
SULDHAL,10
SULAH HIMACH,10
PAMBAN,10
PAMBAKOVIL S,10
PALLIPPURAM,10
ISRANA HALT,10
ISLAMPUR,10
OSIYAN,10
ORR,10
OODLABARI,10
MAU AIMMA,10
KASHIPURA SA,10
MASNADIH,10
MASIT,10
KANDWAL,10
MUFTIGANJ,10
KANKI,10
BARPATHAR,10
MARAHRA,10
MANYAM KONDA,10
MANWAL,10
DODH,10
IRUGUR,10
IQBALPUR,10
INTEKANNE,10
PANCHGRAM,10
JAGADISPUR,10
JAGADALPUR,10
KATANGI,10
MASANI,10
DANDHERA,10
SUJATAPURAM,10
SUJANPUR,10
SHIMLA,10
SHELGAON HAL,10
JORHAT TOWN,10
NARAYANAPPAV,10
NARASINGAPAL,10
NARAINA VIHA,10
NARAINA,10
NARAIKKINAR,10
NARSIPURAM,10
JOGIWALA,10
ANANGUR,10
SIMEN CHAPAR,10
SIMBHOOLI,10
TALAKHAJURI,10
BEHTAGOKAL,10
INDALVAI,10
PANDU PINDAR,10
SATUNA,10
KATORA,10
MANNANUR,10
AJHAI,10
PANRUTI,10
PANPANA PH,10
AKKIHEBBALU,10
CHARAUD,10
CHAPPI,10
BELANDUR ROA,10
PALITANA,10
DANDKHORA,10
SATAR HALT,10
SASON,10
HINOTIA-PIPA,10
PARLI,10
BRAR SQUARE,10
BAMLA,10
MANKARAI,10
BARHAN JN.,10
KAURAH,10
HOLALKERE,10
HUMMA,10
HULKOTI,10
PARAKANHATTI,10
PARADGAON HA,10
AMBASSA,10
TALALA JN,10
SARLA,10
SARKHEJ,10
SARDARNAGAR,10
CHAUKI MAN,10
TOLAHUNSE,10
TODARPUR,10
BADDOWAL,10
BADARWAS,10
BADAMPUDI,10
PARASIA,10
SOLARI,10
DESUR,10
PARBATI,10
TRIKARPUR,10
CHARTRAPUR C,10
CHARGOLA,10
TIRUTTANGAL,10
ALIYAVADA,10
TALAIYUTHU,10
SARWARI,10
DONKINAVALAS,10
HILSA BLOCK,10
PASUR,10
PARVEZPUR,10
PARSAUNI,10
MANDRAK,10
MANDIDEEP,10
KENDRAPARA R,10
KEM,10
MANDASA ROAD,10
MANDALGARH,10
SAROJINI NAG,10
HASANPARTI R,10
HARSAULI,10
HARRI,10
PEHOWA ROAD,10
PEDDAMPET,10
PEDDA AVUTAP,10
PERGAON,10
HEELALIGE,10
PATILADAHA,10
VASTRAPUR,10
BRAHMANPALLI,10
BRAHMANA GUD,10
BOTAD JN (MG,10
VARNAMA,10
HATHRAS ROAD,10
TIRUVIDAIMAR,10
DELHI INDRAP,10
SONA ARJUNPU,10
DUDHIA KHURD,10
DUDAHI,10
SARAI KANSRA,10
SARAI,10
PEYANAPALLI,10
PERUGAMANI,10
KHAI PHEMEKI,10
BANARHAT,10
MALSIAN SHAH,10
MALLIYAM,10
MALLAPUR,10
PEOKOL  HALT,10
PENDEKALLU,10
PEMBARTI,10
PILAMEDU,10
HARHAR FATEH,10
HANUMANAHALL,10
SARDAR PATEL,10
SARBAHARA,10
MALAKHERA,10
MALAHAR,10
MALA,10
MAKUM JN.,10
HARPALU,10
TIRUNAGESVAR,10
CHAVAJ (BLOC,10
VENKATNAGAR,10
BORDOLANI,10
BORDI,10
BORDHAI,10
NAMRUP,10
MULAGUNNATHU,10
PIPAR ROAD J,10
HANAKERE,10
HAMIRA,10
HAMILTONGANJ,10
PILODA,10
SAONGI,10
SANTAMGALUR,10
HALDIBARI,10
SOMIDEVI PAL,10
DEO ROAD,10
VELDURTI,10
KHALTIPUR,10
MALDA COURT,10
PILIGHAT,10
BEVINAHALU,10
MAKRANDPUR,10
MAKARPURA,10
HALDIA BIHAR,10
BAHMNIWALA,10
UPPALAVAI,10
BIJAURIA,10
UPPALA,10
DHAULIMUHAN,10
DHARUR,10
JUNNORDEO,10
KACHHLA,10
KACHEWANI,10
KANJIA,10
KAIPADAR ROA,10
KAHILIA,10
ALNIYA,10
TIKANI,10
GURLA,10
AURANG NAGAR,10
KHIJADIYA JN,10
MAHARAJGANJ,10
KHARPOKHRA,10
KHARAK,10
MAJHAIRAN HI,10
VIJAYA NAGAR,10
VIJAPUR,10
BOMMASAMUDRA,10
CHEEKATEEGAL,10
BHURKUNDA,10
DULIAJAN,10
POTLAPADU,10
AMBIKAPUR,10
D.A.V.COLLEG,10
GUNDLAKAMMA,10
GUMTHAL,10
PUNCH PIPLIA,10
PURANDARPUR,10
GUNERU BAMOR,10
ARALVAYMOLI,10
ARALAGUPPE,10
HAGARI,10
POKLA,10
MAHTHA BAZAR,10
KHARSALIYA,10
MAHESRA,10
MAHESHA MUND,10
CHEPPAD,10
BARWA SAGAR,10
BARWA KALAN,10
MAGUDANCHAVA,10
RADHANPUR,10
RADHAGAON,10
BHADLI,10
GULARBHOJ,10
GUJHANDI,10
PUTALAPATTU,10
PUSAULI,10
GUMIA,10
GUMADA,10
MAHANANDA BR,10
SUCHAN KOTLI,10
BHILAVDI,10
DAUSNI,10
RAHATWAS,10
KHURMABAD RO,10
BHIWANI CITY,10
